SKU,Danh mục,Danh mục con,Tên sản phẩm,Thông số kỹ thuật,Xuất xứ,Giá (VNĐ)
BRT-2200,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z25,Module: M2 | Số răng: 25 | Dày: 20mm,,130000
BRT-2201,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z25,Module: M2.5 | Số răng: 25 | Dày: 25mm,,155000
BRT-2202,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z25,Module: M3 | Số răng: 25 | Dày: 30mm,,220000
BRT-2203,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z25,Module: M3.5 | Số răng: 25 | Dày: 30mm,,315000
BRT-2204,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z25,Module: M4 | Số răng: 25 | Dày: 40mm,,370000
BRT-2205,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z25,Module: M4.5 | Số răng: 25 | Dày: 40mm,,480000
BRT-2206,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z25,Module: M5 | Số răng: 25 | Dày: 50mm,,680000
BRT-2207,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1 Z26,Module: M1 | Số răng: 26 | Dày: 15mm,,90000
BRT-2208,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1.5 Z26,Module: M1.5 | Số răng: 26 | Dày: 17mm,,105000
BRT-2209,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z26,Module: M2 | Số răng: 26 | Dày: 20mm,,135000
BRT-2210,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z26,Module: M2.5 | Số răng: 26 | Dày: 25mm,,165000
BRT-2211,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z26,Module: M3 | Số răng: 26 | Dày: 30mm,,230000
BRT-2212,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z26,Module: M3.5 | Số răng: 26 | Dày: 30mm,,330000
BRT-2213,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z26,Module: M4 | Số răng: 26 | Dày: 40mm,,400000
BRT-2214,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z26,Module: M4.5 | Số răng: 26 | Dày: 40mm,,520000
BRT-2215,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z26,Module: M5 | Số răng: 26 | Dày: 50mm,,750000
BRT-2216,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1 Z27,Module: M1 | Số răng: 27 | Dày: 15mm,,90000
BRT-2217,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1.5 Z27,Module: M1.5 | Số răng: 27 | Dày: 17mm,,105000
BRT-2218,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z27,Module: M2 | Số răng: 27 | Dày: 20mm,,150000
BRT-2219,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z27,Module: M2.5 | Số răng: 27 | Dày: 25mm,,170000
BRT-2220,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z27,Module: M3 | Số răng: 27 | Dày: 30mm,,240000
BRT-2221,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z27,Module: M3.5 | Số răng: 27 | Dày: 30mm,,360000
BRT-2222,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z27,Module: M4 | Số răng: 27 | Dày: 40mm,,410000
BRT-2223,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z27,Module: M4.5 | Số răng: 27 | Dày: 40mm,,550000
BRT-2224,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z27,Module: M5 | Số răng: 27 | Dày: 50mm,,770000
BRT-2225,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1 Z28,Module: M1 | Số răng: 28 | Dày: 15mm,,90000
BRT-2226,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1.5 Z28,Module: M1.5 | Số răng: 28 | Dày: 17mm,,105000
BRT-2227,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z28,Module: M2 | Số răng: 28 | Dày: 20mm,,150000
BRT-2228,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z28,Module: M2.5 | Số răng: 28 | Dày: 25mm,,175000
BRT-2229,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z28,Module: M3 | Số răng: 28 | Dày: 30mm,,265000
BRT-2230,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z28,Module: M3.5 | Số răng: 28 | Dày: 30mm,,370000
BRT-2231,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z28,Module: M4 | Số răng: 28 | Dày: 40mm,,430000
BRT-2232,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z28,Module: M4.5 | Số răng: 28 | Dày: 40mm,,580000
BRT-2233,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z28,Module: M5 | Số răng: 28 | Dày: 50mm,,900000
BRT-2234,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1 Z29,Module: M1 | Số răng: 29 | Dày: 15mm,,95000
BRT-2235,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1.5 Z29,Module: M1.5 | Số răng: 29 | Dày: 17mm,,115000
BRT-2236,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z29,Module: M2 | Số răng: 29 | Dày: 20mm,,155000
BRT-2237,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z29,Module: M2.5 | Số răng: 29 | Dày: 25mm,,180000
BRT-2238,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z29,Module: M3 | Số răng: 29 | Dày: 30mm,,270000
BRT-2239,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z29,Module: M3.5 | Số răng: 29 | Dày: 30mm,,400000
BRT-2240,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z29,Module: M4 | Số răng: 29 | Dày: 40mm,,455000
BRT-2241,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z29,Module: M4.5 | Số răng: 29 | Dày: 40mm,,650000
BRT-2242,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z29,Module: M5 | Số răng: 29 | Dày: 50mm,,920000
BRT-2243,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1 Z30,Module: M1 | Số răng: 30 | Dày: 15mm,,95000
BRT-2244,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1.5 Z30,Module: M1.5 | Số răng: 30 | Dày: 17mm,,115000
BRT-2245,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z30,Module: M2 | Số răng: 30 | Dày: 20mm,,160000
BRT-2246,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z30,Module: M2.5 | Số răng: 30 | Dày: 25mm,,200000
BRT-2247,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z30,Module: M3 | Số răng: 30 | Dày: 30mm,,290000
BRT-2248,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z30,Module: M3.5 | Số răng: 30 | Dày: 30mm,,420000
BRT-2249,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z30,Module: M4 | Số răng: 30 | Dày: 40mm,,520000
BRT-2250,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z30,Module: M4.5 | Số răng: 30 | Dày: 40mm,,665000
BRT-2251,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z30,Module: M5 | Số răng: 30 | Dày: 50mm,,1000000
BRT-2252,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1 Z31,Module: M1 | Số răng: 31 | Dày: 15mm,,95000
BRT-2253,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1.5 Z31,Module: M1.5 | Số răng: 31 | Dày: 17mm,,115000
BRT-2254,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z31,Module: M2 | Số răng: 31 | Dày: 20mm,,165000
BRT-2255,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z31,Module: M2.5 | Số răng: 31 | Dày: 25mm,,205000
BRT-2256,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z31,Module: M3 | Số răng: 31 | Dày: 30mm,,290000
BRT-2257,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z31,Module: M3.5 | Số răng: 31 | Dày: 30mm,,455000
BRT-2258,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z31,Module: M4 | Số răng: 31 | Dày: 40mm,,525000
BRT-2259,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z31,Module: M4.5 | Số răng: 31 | Dày: 40mm,,750000
BRT-2260,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z31,Module: M5 | Số răng: 31 | Dày: 50mm,,1010000
BRT-2261,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1 Z32,Module: M1 | Số răng: 32 | Dày: 15mm,,95000
BRT-2262,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M1.5 Z32,Module: M1.5 | Số răng: 32 | Dày: 17mm,,140000
BRT-2263,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2 Z32,Module: M2 | Số răng: 32 | Dày: 20mm,,170000
BRT-2264,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M2.5 Z32,Module: M2.5 | Số răng: 32 | Dày: 25mm,,210000
BRT-2265,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3 Z32,Module: M3 | Số răng: 32 | Dày: 30mm,,310000
BRT-2266,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M3.5 Z32,Module: M3.5 | Số răng: 32 | Dày: 30mm,,470000
BRT-2267,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4 Z32,Module: M4 | Số răng: 32 | Dày: 40mm,,530000
BRT-2268,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M4.5 Z32,Module: M4.5 | Số răng: 32 | Dày: 40mm,,760000
BRT-2269,Bánh răng,Bánh răng thẳng không cùi (Spur Gear),Bánh răng thẳng M5 Z32,Module: M5 | Số răng: 32 | Dày: 50mm,,1130000
BRT-2270,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z18,Module: M1 | Số răng: 18 | Dày: 20mm,,105000
BRT-2271,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z18,Module: M1.5 | Số răng: 18 | Dày: 25mm,,110000
BRT-2272,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z18,Module: M2 | Số răng: 18 | Dày: 30mm,,175000
BRT-2273,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z18,Module: M2.5 | Số răng: 18 | Dày: 45mm,,180000
BRT-2274,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z18,Module: M3 | Số răng: 18 | Dày: 50mm,,190000
BRT-2275,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z18,Module: M3.5 | Số răng: 18 | Dày: 50mm,,205000
BRT-2276,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z18,Module: M4 | Số răng: 18 | Dày: 60mm,,240000
BRT-2277,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z18,Module: M4.5 | Số răng: 18 | Dày: 60mm,,350000
BRT-2278,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z18,Module: M5 | Số răng: 18 | Dày: 75mm,,485000
BRT-2279,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z19,Module: M1 | Số răng: 19 | Dày: 20mm,,110000
BRT-2280,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z19,Module: M1.5 | Số răng: 19 | Dày: 25mm,,115000
BRT-2281,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z19,Module: M2 | Số răng: 19 | Dày: 30mm,,180000
BRT-2282,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z19,Module: M2.5 | Số răng: 19 | Dày: 45mm,,190000
BRT-2283,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z19,Module: M3 | Số răng: 19 | Dày: 50mm,,205000
BRT-2284,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z19,Module: M3.5 | Số răng: 19 | Dày: 50mm,,215000
BRT-2285,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z19,Module: M4 | Số răng: 19 | Dày: 60mm,,265000
BRT-2286,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z19,Module: M4.5 | Số răng: 19 | Dày: 60mm,,395000
BRT-2287,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z19,Module: M5 | Số răng: 19 | Dày: 75mm,,530000
BRT-2288,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z20,Module: M1 | Số răng: 20 | Dày: 20mm,,115000
BRT-2289,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z20,Module: M1.5 | Số răng: 20 | Dày: 25mm,,120000
BRT-2290,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z20,Module: M2 | Số răng: 20 | Dày: 30mm,,190000
BRT-2291,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z20,Module: M2.5 | Số răng: 20 | Dày: 45mm,,210000
BRT-2292,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z20,Module: M3 | Số răng: 20 | Dày: 50mm,,220000
BRT-2293,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z20,Module: M3.5 | Số răng: 20 | Dày: 50mm,,230000
BRT-2294,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z20,Module: M4 | Số răng: 20 | Dày: 60mm,,290000
BRT-2295,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z20,Module: M4.5 | Số răng: 20 | Dày: 60mm,,435000
BRT-2296,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z20,Module: M5 | Số răng: 20 | Dày: 75mm,,57000
BRT-2297,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z21,Module: M1 | Số răng: 21 | Dày: 20mm,,120000
BRT-2298,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z21,Module: M1.5 | Số răng: 21 | Dày: 25mm,,125000
BRT-2299,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z21,Module: M2 | Số răng: 21 | Dày: 30mm,,190000
BRT-2300,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z21,Module: M2.5 | Số răng: 21 | Dày: 45mm,,230000
BRT-2301,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z21,Module: M3 | Số răng: 21 | Dày: 50mm,,235000
BRT-2302,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z21,Module: M3.5 | Số răng: 21 | Dày: 50mm,,245000
BRT-2303,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z21,Module: M4 | Số răng: 21 | Dày: 60mm,,335000
BRT-2304,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z21,Module: M4.5 | Số răng: 21 | Dày: 60mm,,490000
BRT-2305,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z21,Module: M5 | Số răng: 21 | Dày: 75mm,,615000
BRT-2306,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z22,Module: M1 | Số răng: 22 | Dày: 20mm,,15000
BRT-2307,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z22,Module: M1.5 | Số răng: 22 | Dày: 25mm,,130000
BRT-2308,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z22,Module: M2 | Số răng: 22 | Dày: 30mm,,195000
BRT-2309,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z22,Module: M2.5 | Số răng: 22 | Dày: 45mm,,240000
BRT-2310,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z22,Module: M3 | Số răng: 22 | Dày: 50mm,,250000
BRT-2311,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z22,Module: M3.5 | Số răng: 22 | Dày: 50mm,,265000
BRT-2312,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z22,Module: M4 | Số răng: 22 | Dày: 60mm,,350000
BRT-2313,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z22,Module: M4.5 | Số răng: 22 | Dày: 60mm,,530000
BRT-2314,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z22,Module: M5 | Số răng: 22 | Dày: 75mm,,690000
BRT-2315,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z23,Module: M1 | Số răng: 23 | Dày: 20mm,,130000
BRT-2316,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z23,Module: M1.5 | Số răng: 23 | Dày: 25mm,,135000
BRT-2317,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z23,Module: M2 | Số răng: 23 | Dày: 30mm,,200000
BRT-2318,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z23,Module: M2.5 | Số răng: 23 | Dày: 45mm,,245000
BRT-2319,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z23,Module: M3 | Số răng: 23 | Dày: 50mm,,275000
BRT-2320,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z23,Module: M3.5 | Số răng: 23 | Dày: 50mm,,285000
BRT-2321,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z23,Module: M4 | Số răng: 23 | Dày: 60mm,,435000
BRT-2322,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z23,Module: M4.5 | Số răng: 23 | Dày: 60mm,,600000
BRT-2323,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z23,Module: M5 | Số răng: 23 | Dày: 75mm,,740000
BRT-2324,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z24,Module: M1 | Số răng: 24 | Dày: 20mm,,135000
BRT-2325,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z24,Module: M1.5 | Số răng: 24 | Dày: 25mm,,140000
BRT-2326,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z24,Module: M2 | Số răng: 24 | Dày: 30mm,,200000
BRT-2327,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z24,Module: M2.5 | Số răng: 24 | Dày: 45mm,,250000
BRT-2328,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z24,Module: M3 | Số răng: 24 | Dày: 50mm,,295000
BRT-2329,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z24,Module: M3.5 | Số răng: 24 | Dày: 50mm,,320000
BRT-2330,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z24,Module: M4 | Số răng: 24 | Dày: 60mm,,430000
BRT-2331,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z24,Module: M4.5 | Số răng: 24 | Dày: 60mm,,630000
BRT-2332,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z24,Module: M5 | Số răng: 24 | Dày: 75mm,,815000
BRT-2333,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z25,Module: M1 | Số răng: 25 | Dày: 20mm,,140000
BRT-2334,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z25,Module: M1.5 | Số răng: 25 | Dày: 25mm,,145000
BRT-2335,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z25,Module: M2 | Số răng: 25 | Dày: 30mm,,205000
BRT-2336,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z25,Module: M2.5 | Số răng: 25 | Dày: 45mm,,260000
BRT-2337,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z25,Module: M3 | Số răng: 25 | Dày: 50mm,,320000
BRT-2338,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z25,Module: M3.5 | Số răng: 25 | Dày: 50mm,,340000
BRT-2339,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z25,Module: M4 | Số răng: 25 | Dày: 60mm,,470000
BRT-2340,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z25,Module: M4.5 | Số răng: 25 | Dày: 60mm,,690000
BRT-2341,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z25,Module: M5 | Số răng: 25 | Dày: 75mm,,905000
BRT-2342,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z26,Module: M1 | Số răng: 26 | Dày: 20mm,,140000
BRT-2343,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z26,Module: M1.5 | Số răng: 26 | Dày: 25mm,,145000
BRT-2344,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z26,Module: M2 | Số răng: 26 | Dày: 30mm,,210000
BRT-2345,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z26,Module: M2.5 | Số răng: 26 | Dày: 45mm,,275000
BRT-2346,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z26,Module: M3 | Số răng: 26 | Dày: 50mm,,340000
BRT-2347,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z26,Module: M3.5 | Số răng: 26 | Dày: 50mm,,350000
BRT-2348,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4 Z26,Module: M4 | Số răng: 26 | Dày: 60mm,,495000
BRT-2349,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M4.5 Z26,Module: M4.5 | Số răng: 26 | Dày: 60mm,,735000
BRT-2350,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M5 Z26,Module: M5 | Số răng: 26 | Dày: 75mm,,960000
BRT-2351,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1 Z27,Module: M1 | Số răng: 27 | Dày: 20mm,,145000
BRT-2352,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M1.5 Z27,Module: M1.5 | Số răng: 27 | Dày: 25mm,,150000
BRT-2353,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2 Z27,Module: M2 | Số răng: 27 | Dày: 30mm,,210000
BRT-2354,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M2.5 Z27,Module: M2.5 | Số răng: 27 | Dày: 45mm,,300000
BRT-2355,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3 Z27,Module: M3 | Số răng: 27 | Dày: 50mm,,385000
BRT-2356,Bánh răng,Bánh răng thẳng có cùi (Spur Gear with Hub),Bánh răng thẳng có cùi M3.5 Z27,Module: M3.5 | Số răng: 27 | Dày: 50mm,,405000
